Hora;Contador
00:00-01:00;0
01:00-02:00;0
02:00-03:00;0
03:00-04:00;0
04:00-05:00;0
05:00-06:00;0
06:00-07:00;0
07:00-08:00;0
08:00-09:00;0
09:00-10:00;16
10:00-11:00;11
11:00-12:00;18
12:00-13:00;13
13:00-14:00;26
14:00-15:00;19
15:00-16:00;31
16:00-17:00;30
17:00-18:00;32
18:00-19:00;24
19:00-20:00;21
20:00-21:00;24
21:00-22:00;0
22:00-23:00;0
23:00-24:00;0
